id,phoneme,time,duration,F0,F1,F2,F3,F4
1,i,6.180539497598721,0.10372400027176633,122.14484316159229,261.0291421071149,2079.462492394817,2707.0415503888944,3535.1047860503463
2,i,8.253144833153884,0.11748330643026605,120.59714484022186,266.88399053539325,2022.4517364502428,2633.4185414607946,3376.860227534107
3,U,8.382490139720032,0.03757348989436515,120.4618828930945,292.19208202387665,1396.0431821198297,2227.879327990175,3775.27623387771
4,u,10.4408959516055,0.10425320435478548,122.82422623693539,279.4083408908294,1119.2172361161565,2251.3590241711086,3572.7921583376415
5,5,10.635223605228282,0.0645628981283437,124.45760554546288,317.7207632254898,1478.024628818503,2373.4497217519493,3834.8890239594316
6,i,12.287596967915846,0.07821736011005598,118.51171904374257,280.3814718013864,2160.7117626864106,2991.8854354400023,3389.3993271809572
7,5,12.449059090814075,0.05874165321513303,122.82324592724308,296.8378558935604,1917.2802629791715,2495.342074829806,3357.0611463997298
8,O,14.320875970149359,0.09261071452836234,116.72513941226691,533.0140845095208,1076.9625572095658,2387.072412743839,3414.3687453879975
9,e,16.447531455800956,0.07461777570571115,118.2590652619274,366.9996547332065,1928.2924176555407,2470.0109608277708,3320.983052349975
10,5,16.683374191152062,0.04656995930569252,132.5762930006109,364.6935351300276,1547.8204473979238,2350.0669978679493,2668.8579410892594
11,a,18.25958058741113,0.049745183803807436,106.85765310649728,633.6967358650105,1234.5879039997499,2281.3491300424344,3532.1044642318434
12,5,18.453032118543334,0.03810269397738253,121.26145501983292,397.1504151383058,1375.8132409708774,2286.682909151922,3525.5669554308106
13,e,20.301817637529698,0.07144255120759269,117.52952135953315,357.5431164347391,1873.8682076960558,2407.806957279075,3466.6631582975724
14,a,22.03056221779639,0.12383375542649945,113.0635077754673,581.7642284328066,1543.5532214459085,2293.4887958982335,3764.155895693327
15,5,22.249580177645615,0.05768324504909472,117.96915793650767,372.76616011982765,1535.003519924926,2275.5348160092954,3681.150733865215
16,e,24.117218301894123,0.07461777570571115,114.79045060857393,348.6642217289304,1913.384911123078,2417.027493309313,3309.775275891601
17,O,26.080383236441104,0.08467265328307505,115.96358328471348,537.174178834884,1126.7979666927633,2215.861244668999,3194.6655483239174
18,5,26.286882583973323,0.046040755222669816,121.79829815509115,373.83505190572635,1331.96983307181,2157.406198817371,3560.9505409300073
19,a,28.043239674106776,0.11854171459630435,117.74593539548529,588.2070619186413,1369.296642825894,2183.7301898786104,3434.3906310855177
20,a,30.042627649551896,0.13918067383405486,113.6927588201544,597.6853137989434,1402.5400618431054,2400.9776817985953,3645.242259642432
21,E,32.107057162162825,0.08943549003024742,119.08183272095681,468.1864438325722,1730.3046761729538,2481.9706948679236,3599.021720352204
22,5,32.30350163211769,0.04815757155475353,119.75728537170775,371.7391397078293,1525.9726170274125,2201.005690399977,3477.511253064298
23,e,35.92722066327441,0.08573106144911691,116.33968330950809,362.7157000278784,1907.815140944828,2377.591449399857,3367.160347184125
24,E,37.77279253623643,0.13177181667178672,114.4741027080825,433.1038395280085,1783.910658009023,2322.26579658451,3427.588987517021
25,e,39.74336572949962,0.09684434719251556,116.91107588750204,361.80686663409034,1816.0793046540034,2406.356709740121,3425.522357755877
26,e,41.975443181273,0.0852018573660942,122.71015095617038,354.2177107457351,1953.468458111508,2437.1184807557966,3322.522835763278
27,a,43.920818829701915,0.07461777570571115,114.41075727238963,486.87165020382514,1608.7448319390608,2380.914417248782,3335.8266997766286
28,O,45.8478875330028,0.07885140836986437,112.03140619963818,525.5955050245207,982.2673979812586,2555.4386156197584,3412.967995506449
29,E,47.822276106894144,0.09472753086043896,112.26697817308639,495.2415296910802,1488.7449209583463,2362.091804016923,3542.808782584777
30,E,49.70082386418162,0.13441783708688604,113.14904523627474,451.8430704965266,1741.853458919226,2241.326187523493,3360.5863375976046
31,a,51.95282878543426,0.09472753086044604,116.5572354165076,530.397519462275,1293.222736949369,2232.883565181425,3444.7385210619454
32,5,52.128342255321186,0.0645628981283437,115.89215778789087,398.163565056581,1445.1204130266349,2298.4245843184963,3466.273335397686
33,E,53.98200036620957,0.06562130629438201,115.34101749309254,486.528265596195,1845.5816998740472,2278.4370398847773,3370.627102869097
34,e,56.23760055933474,0.11113285743403624,118.08969171105561,362.0320878760165,1890.952182175317,2361.3589984777946,3379.4830235600643
35,e,58.397887943046825,0.08890628594722473,121.06593589484959,355.53704936696283,1923.5495488059908,2407.879996935121,3432.0898721201766
36,E,60.45175102694082,0.1264797758415952,115.68512135273357,460.6691645353349,1742.1078287931005,2338.6473808854125,3469.4296590977165
37,a,62.53013858743689,0.09790275535855386,118.49204801650785,656.2389112012326,1325.2210100950736,2246.7834464200787,3464.190194038982
38,U,62.81337252700689,0.05715404096607558,106.39421099777276,252.455813023675,1482.1819992429762,2720.979209806909,4028.540369750089
39,o,64.79486146117918,0.09631514310950706,116.88067413695869,443.30013129113667,1034.5595878306142,2314.542997702107,3162.365588480729
40,E,66.91547559316206,0.1063700206868674,115.10296420569216,455.0458978330595,1794.4729180756358,2446.703506516565,3634.210037966012
41,i,69.08050935757024,0.0841434492000559,119.55945610343777,302.8447887563269,2089.812887890827,2955.691192448404,3441.696901876668
42,a,71.26172833979645,0.09472753086043896,119.27008038801038,644.2678618781486,1394.775400684807,2424.7072157761418,3496.0960920641874
43,5,71.48039938123813,0.058212449132113875,114.88271870945066,392.17405470401144,1550.4255504047826,2327.197329128792,3480.4902676559336
44,o,73.45289184599896,0.09843195944156946,116.82414756071005,432.88589083062436,1063.2640655064629,2290.9918107844646,3263.8562342403006
45,O,75.63717629756829,0.1450019187472691,111.82803341944829,584.5213156018366,1128.787790504896,2401.313534838972,3296.071330146638
46,i,77.72125829332548,0.1106036533510064,116.95009626548307,302.2024665746478,2092.339354172704,2750.628373866719,3391.2178811648505
