id,phoneme,time,duration,F0,F1,F2,F3,F4
41,i,60.65782746534605,0.06151045880029926,127.25689845028393,265.0215749313837,2075.8742349050617,2905.9677408578027,3408.939235783426
42,e,62.71198393157773,0.06299861506160198,117.7750123251143,422.5724405062692,1928.732297679749,2425.1987283279127,3558.4603202001754
43,5,62.91433370398521,0.05208546914541756,118.81412368656791,386.21661779462795,1713.2515829697334,2418.58334912256,3568.894251396893
44,e,64.68923129428524,0.09474594863594632,118.88074619974671,408.5000312969704,1951.080140360512,2504.2544735790625,3430.3772291033047
45,5,64.86364423329913,0.04861310453573253,119.92610906736392,403.1370214913423,1766.5332444467679,2430.579247233655,3494.957584778421
46,O,66.86075386117095,0.10317883411663333,116.55698942407592,499.8802502546842,1002.2551645063361,2476.9707595354903,3559.4961473606927
47,i,68.93814624141002,0.053573625406713184,120.1948320539178,297.133283628576,2175.291881274764,3111.380985175898,3451.3172727326946
48,O,71.07950661417415,0.15328009491365435,114.21899593653154,507.57807445835226,1029.7879902925215,2330.8878768599834,3337.9339132922537
49,O,73.15156170718572,0.07936833393587506,117.42129162228468,544.1704514968112,1040.1837190068663,2207.2413294736643,3401.671408725304
50,5,73.37172987559975,0.058038094190607126,114.88391177858674,374.88078583901984,1707.7122952806392,2234.1355261092967,3322.6108506012206
51,E,77.55208837390818,0.11657224046831514,111.81862858285072,442.1357215520472,1785.3475299611705,2284.5984257193422,3384.3206106871285
52,a,79.63001586119185,0.10367488620373423,115.95297147792118,577.8006584309384,1434.8715327542209,2260.2403111056783,3426.1613677740656
53,e,81.786973971012,0.10665119872633966,121.24742703241068,367.9671988320992,2068.655347036008,2547.3510454891307,3531.1060744644496
54,E,83.69122271865803,0.11012356333601757,119.43082447533877,470.1362964469517,1859.28391783195,2358.5706386825486,3571.009558897189
55,i,86.14150853356027,0.056549937929318624,133.9176008615339,287.6331016163692,2084.887712747424,2917.1245969565116,3641.7025570421
56,o,88.10879537539697,0.07986438602297596,121.54077682450364,475.9919384400075,1020.729143848013,2348.9573735971735,3342.3749757077067
57,i,90.2517451652196,0.07936833393587506,122.2606574183707,286.78366803242335,2142.440296968901,2598.767724397271,3480.8869582773823
58,U,90.49415671929509,0.03422759400984887,112.655647937656,286.83222775838476,1775.5778787277188,2738.465607003297,3437.364253300161
59,a,92.50130625046782,0.09623410489724904,117.72869251627566,586.7319303180807,1493.4886003302327,2407.8866214768877,3708.864527369021
60,a,94.85144747201024,0.08978542776495146,118.84102531969532,611.7913767275527,1327.2494326251315,2334.086703608073,3490.3143508402195
61,a,96.89225001101948,0.09127358402625417,119.10747154740181,598.8440691108585,1470.473408102038,2454.840695736716,3673.1650464526483
62,5,97.13668525257238,0.06250256297450107,114.7803404657817,375.279808767937,1606.9478456050342,2580.146415934085,3503.930162735803
63,E,99.3522770727804,0.08383280271976899,119.2753556504938,470.51672298829664,1753.9617718677332,2496.532869548224,3747.478310467478
64,I,99.61945175208186,0.0372039065324401,112.16740252198059,312.9371565958729,1673.7153760279857,2584.4907765127264,3839.033895144623
65,a,103.61299643337057,0.1111156675102194,115.81119400024285,565.2453529275363,1399.7732147746697,2329.0203485801167,3665.480017585732
66,E,105.64975202159667,0.07093544845518808,117.7930312613693,476.45841168614913,1741.7749052869638,2376.617755453647,3641.4037788003825
67,5,105.84561363774284,0.05903019836480894,114.0767890777895,409.6368145456612,1641.0873213111001,2365.7664826119417,3258.12382280946
68,a,107.79266190811865,0.09921041741984027,116.6167165952534,595.1618281477412,1590.7313806813856,2332.223493582555,3621.3642802827817
69,5,108.01027085783917,0.05158941705832376,119.9957138316486,371.5866937819081,1685.3863251127575,2414.422921802824,3477.838680696398
70,E,109.94325114740792,0.0560538858422035,114.7030484583288,466.4369209895366,1863.9445674597307,2354.4987931206833,3453.993532073623
71,5,110.16407328442509,0.07043939636810137,112.62111202706491,359.5740391039259,1715.6817456270305,2377.3105295328223,3388.726480531625
72,a,112.15267149273012,0.08383280271976899,117.92070688432234,603.4406431284605,1315.97542993724,2246.8268164444753,3441.8005524900227
73,E,114.27230683445907,0.08631306315525933,113.43504138165336,461.52071360261834,1792.189931882266,2438.133398560831,3435.880765025998
74,o,116.45998069455041,0.07043939636808716,119.77877575739053,470.172871923171,1147.6716253657132,2303.42752133509,3320.8480513430486
75,E,118.5664998321742,0.08631306315527354,118.25915483328524,466.35670782535,1768.5657939994887,2483.162956168117,3784.730212902745
76,5,118.76228249006235,0.04414863575182437,109.60482034686493,367.7904820901442,1700.3083485739803,2474.0053375921866,3658.574134258448
77,O,120.94501558679138,0.09424989654885962,115.09595085454617,515.3736601258465,1102.377278034966,2232.1895871510255,3350.5832606173467
78,a,122.99407206474137,0.0932577923746578,115.82984938939069,512.0263549808127,1277.3838007522563,2206.42154377319,3377.137595164015
79,5,123.18596526419077,0.07143150054227476,105.22744881322251,354.5229288553402,1659.3579587307215,2344.9106309413787,3241.568033622556
80,E,125.41572374508397,0.10863540707472907,117.8374047893318,451.0609107198121,1831.9512578062545,2398.6524498669105,3716.937392817889
81,O,127.6928663515647,0.07291965680359169,113.90772262086168,504.92217752635923,1070.4039553810505,2333.082682050457,3383.774540667524
