id,phoneme,time,duration,F0,F1,F2,F3,F4,F5
1,i,6.13053949759872,0.10372400027176631,121.95233076908737,267.55227432565124,2044.6859230439234,2643.1917393813656,3459.5387250863773,3712.870640151369
1,i,6.14053949759872,0.10372400027176631,121.50207736385752,265.1771089724087,2048.724411148714,2670.8576728016133,3509.079032520753,3606.862707318863
1,i,6.150539497598721,0.10372400027176631,120.64886801966031,260.5351705554105,2049.7236676541224,2689.4731974584492,3513.5826430286147,3909.6001582633094
1,i,6.16053949759872,0.10372400027176631,120.08410747024725,258.0219473017758,2059.104762547041,2702.672952564686,3503.042117736667,3986.778855231843
1,i,6.17053949759872,0.10372400027176631,119.94557766342746,259.7592566627015,2072.5719021450645,2722.5965449907458,3459.7848564765877,4001.114141325289
1,i,6.18053949759872,0.10372400027176631,120.16444599913646,258.8087779140189,2064.5657980061774,2720.881771802957,3482.5959232751625,3736.8198004829983
1,i,6.190539497598721,0.10372400027176631,121.16097057343066,258.2154001579854,2066.003572587097,2692.0756937712476,3531.1100351807886,3742.8851300368365
1,i,6.2005394975987205,0.10372400027176631,122.24550423729544,260.54486866194844,2093.5563120518746,2727.809697101993,3496.011462012955,3752.9940490892254
1,i,6.21053949759872,0.10372400027176631,124.90649108725778,261.34900468841727,2101.185984993556,2735.2242925553346,3572.8400040920046,4044.7712834313184
1,i,6.22053949759872,0.10372400027176631,125.65672097907176,260.497298474851,2126.6073366423907,2737.642999311733,3600.6554575652385,4416.914116349807
1,i,6.230539497598721,0.10372400027176631,125.32618061504351,260.8594554630948,2147.3577455230293,2735.030492537713,3757.9123895786597,4516.780133312812
2,i,8.198144833153885,0.11748330643026605,127.0038158344029,260.7282630872335,1981.5207492473887,2596.5096887785057,3339.605605791229,4174.449147102536
2,i,8.208144833153884,0.11748330643026605,121.78947440548383,260.30461842465814,2008.112828132231,2608.842371764429,3322.4814203071337,3862.6825144082873
2,i,8.218144833153884,0.11748330643026605,120.00189475241646,258.3145295754352,2008.6449631416717,2690.868814106591,3359.4576279667976,3796.1877138752707
2,i,8.228144833153884,0.11748330643026605,119.24864385025028,256.9709886027269,2003.2352088252508,2679.948979876117,3291.509661323449,3624.498722604298
2,i,8.238144833153886,0.11748330643026605,118.47502785299011,269.96998943797223,2007.0862054253873,2696.7005365239884,3335.0289769047513,3366.5326537175706
2,i,8.248144833153885,0.11748330643026605,118.29498354934984,291.1727831866398,2010.1141661747079,2687.160809310837,3363.5700328758367,3390.82000743925
2,i,8.258144833153885,0.11748330643026605,118.57331813413884,284.5560235228132,2023.3594123359612,2629.8606145181743,3313.5876213054803,3674.1848437326025
2,i,8.268144833153885,0.11748330643026605,119.49962231482544,270.91893593804883,2025.566012895979,2628.639467667017,3390.834905180225,3800.97453135465
2,i,8.278144833153885,0.11748330643026605,120.71280662504431,264.8233154489026,2027.9677776788747,2676.5825488421974,3472.0412399384345,3648.6927186003345
