id,phoneme,time,duration,F0,F1,F2,F3,F4
55,i,86.14150853356028,0.056549937929318624,134.07617625802146,294.2889359754815,2088.826486858538,2926.248852646826,3644.2797537337224
56,o,88.10879537539697,0.07986438602297596,121.93686328665024,470.13229486371233,1040.4257829667836,2335.961674912063,3333.436706966851
57,i,90.2517451652196,0.07936833393587506,122.47836745749547,285.02427942509786,2123.7278296953377,2557.812697619095,3498.815795713413
58,U,90.49415671929509,0.03422759400984887,113.11589319932101,283.8203613809011,1779.6842273380857,2746.324268224684,3453.0253359329267
59,a,92.50130625046782,0.09623410489724904,118.96280830578512,576.5032344334031,1522.183937129937,2402.0382898673524,3709.153965553453
60,a,94.85144747201022,0.08978542776495146,119.50477284408352,611.1805036713198,1351.470735386387,2353.670030914744,3512.223479395859
61,a,96.89225001101948,0.09127358402625417,120.81294538311379,593.7353783180398,1482.9417549784407,2448.426193208792,3694.0076869181125
62,5,97.13668525257238,0.06250256297450107,115.30121691563238,374.05282058321205,1608.0405259888448,2606.51658528707,3503.7997447130583
63,E,99.35227707278041,0.08383280271976899,120.54862010347311,467.4141031614885,1754.4628318151626,2509.934901262709,3743.4581282290546
64,I,99.61945175208186,0.0372039065324401,112.85879662513801,311.86215177155566,1669.3471176752178,2703.2612966257147,3846.4812923901645
65,a,103.61299643337054,0.1111156675102194,115.9450324101138,561.2385783401558,1401.9119261762255,2335.8011932553177,3580.2287522903043
66,E,105.64975202159667,0.07093544845518808,118.51371168572129,467.4443019808184,1749.9222075461416,2392.4547822921713,3638.4748368207493
67,5,105.84561363774286,0.05903019836480894,113.94688149558449,403.5507522030686,1630.1275404980597,2371.824413396827,3250.740342476105
68,a,107.79266190811866,0.09921041741984027,116.94441672969367,577.6613800140507,1622.2266751228428,2342.1172615487812,3634.7656240349097
69,5,108.01027085783915,0.05158941705832376,119.50202153261627,375.6901581447712,1682.243649022059,2433.3032050368442,3479.1239165435522
70,E,109.94325114740792,0.0560538858422035,114.7974618290595,458.4821730856415,1885.6718180256291,2377.2642066218896,3464.445530919329
71,5,110.16407328442509,0.07043939636810137,111.87668256244224,340.315654820831,1674.6421946582007,2394.6516283309356,3421.4417234486727
72,a,112.15267149273012,0.08383280271976899,119.06045879800162,599.899511905385,1324.1345715961982,2260.1962875051954,3463.055757214772
73,E,114.27230683445906,0.08631306315525933,114.14867722134724,456.3811943491585,1768.2130810904578,2450.456074293044,3400.461270462099
74,o,116.45998069455038,0.07043939636808716,120.7653233652243,471.3038013884972,1145.9175701132028,2312.025349411207,3329.7174920827947
75,E,118.5664998321742,0.08631306315527354,119.41940714070246,455.4476162459201,1749.120633145829,2492.8423216287556,3785.318714716838
76,5,118.76228249006235,0.04414863575182437,109.80149893758858,374.49025077392537,1695.131358752303,2483.728269297054,3635.094257018574
77,O,120.94501558679137,0.09424989654885962,115.77387215019701,509.3904532271155,1139.1786865868603,2202.1384435768637,3249.405961171645
78,a,122.99407206474139,0.0932577923746578,116.57120722206196,506.76117688675396,1276.8315111935135,2216.1111312719045,3340.6469817759253
79,5,123.18596526419078,0.07143150054227476,104.57333056848043,352.5214655716145,1662.8530287089336,2357.762092228483,3237.8625023281247
80,E,125.41572374508397,0.10863540707472907,119.08860282633614,445.4626024374371,1832.5877192656087,2398.5870672401397,3692.8416904212904
81,O,127.6928663515647,0.07291965680359169,114.96386936458589,499.53281205515714,1073.4421305612307,2335.8080779811257,3381.725805740086
