id,phoneme,time,duration,F0,F1,F2,F3
1,i,3.3163267861961296,0.056824976710276864,127.96578627109918,306.57495208030866,2028.3250724843585,2816.7183782398674
2,I,3.5098949632399066,0.04533228479134488,134.75000372421695,396.9728218327076,1614.7668159765662,2420.702228549881
3,o,5.169641572011896,0.11811933361124982,122.3445914912952,402.17053144136906,1058.2515554682154,2527.4108695093632
4,U,5.3304400913679695,0.0638482884385132,122.65570460355744,395.70035498750985,1258.0219668689842,2378.9446938248143
5,a,6.953946964069946,0.07725642901060059,112.9656780899783,683.4521225649406,1265.9297512511225,2401.208523512412
6,5,7.1565617645701955,0.05044014786642581,125.33605110306166,453.74471910210593,1357.5365496944773,2529.080769559249
7,o,8.75142720141313,0.08811063804514951,114.72075065872221,429.9991156391136,1060.758759162195,2581.6669704837755
8,I,8.962342279410382,0.06512525420728467,121.34792387419098,379.20480497075584,1432.826226137823,2390.299430476699
9,o,10.573380272323313,0.04405531902257387,106.46977131654201,412.01015203345713,1152.3441506059469,2663.530952340573
10,a,10.781409133991684,0.1155654020737078,113.20378154918595,622.8694148596867,1341.062102141807,2396.9589207025842
11,u,12.662871343518608,0.0804488434325279,124.32964332070836,348.7436172080308,1040.716568500788,2429.9037312662467
12,5,12.882086699012868,0.06640221997605522,117.19151318695631,454.4612086966162,1396.7392447047516,2385.512366367557
13,e,14.569594870197587,0.07470249747306212,120.55708149064995,459.9428950410695,1685.892037295799,2484.147040691087
14,U,14.779232982426073,0.058101942479046535,121.43139520361063,383.01744543131304,1301.2027617998237,2428.066664528288
15,a,18.469791371002284,0.10024181284846634,102.30536617935307,667.4358521959376,1383.1525835963425,2302.5073992884313
16,U,18.740193220322443,0.07853339477937382,117.02831214546367,363.5198692756835,1346.2298085460461,2431.110574592825
17,E,20.44415781002763,0.11109602188301436,116.65485805725011,454.82577867877603,1686.6098756947092,2442.343951136794
18,I,20.65625068628468,0.04852469921327085,122.43841787605464,367.49035442365977,1532.933238032421,2411.599879388462
19,E,22.421330180139137,0.08172580920129846,116.34594940270858,462.71433481643203,1705.1792657632504,2435.614464981196
20,U,22.64065339870848,0.056186493825890686,120.77583094549271,370.37246386991853,1304.666799473806,2404.8532556128876
21,E,24.367208193349683,0.11237298765178494,119.05235167624194,474.73668882400784,1592.902334579374,2399.2003421797135
22,U,24.620056111132286,0.05490952805712368,118.23567184632431,355.9157854924075,1328.8047351891908,2426.0503441719347
23,a,26.41926251368595,0.0887491209295348,112.52805874080984,691.9028349711248,1458.1557595768056,2311.836781823471
24,U,26.65316297552107,0.06448677132290115,123.85996333756806,405.86081615971017,1324.4447149231748,2479.311018210477
25,a,28.384582329254822,0.10279574438600747,105.94682405719757,692.8824952554837,1418.499513188544,2331.138675918078
26,U,28.65775383626269,0.05682497671027775,124.54139066657194,372.44636580628526,1371.1489576264355,2396.586054293505
27,E,30.365415017491628,0.10981905611424024,117.97270987325639,469.8407539788954,1719.5262338191799,2458.3289407568077
