id,phoneme,time,duration,F0,F1,F2,F3,F4,F5
1,a,1.512530776784903,0.10048738318861439,--undefined--,632.0265513181688,1428.507242797301,2316.519889208462,2880.275733089879,3601.2131891754852
1,a,1.522530776784903,0.10048738318861439,114.18136501767837,680.3956749666066,1425.9387693069843,2313.3067572801897,3564.632058925677,--undefined--
1,a,1.532530776784903,0.10048738318861439,114.09236218831022,703.4286912299067,1426.3843832754933,2310.760942064905,3530.420276000023,--undefined--
1,a,1.542530776784903,0.10048738318861439,113.68989562029246,707.1444081257712,1440.6458167205858,2330.728440816225,3501.2690847804065,--undefined--
1,a,1.552530776784903,0.10048738318861439,114.71553296430679,695.359261858114,1446.6830733528006,2325.5984368960662,3481.224770145168,--undefined--
1,a,1.562530776784903,0.10048738318861439,117.37745607300859,677.3211704298028,1452.9491045614457,2319.9697959625937,3521.90620957478,3558.3617995650775
1,a,1.572530776784903,0.10048738318861439,119.6827579501021,655.9654217037972,1490.8979401781394,2408.5056114890626,3500.7505755358948,--undefined--
1,a,1.582530776784903,0.10048738318861439,121.18043587945441,607.080190139741,1549.7696361365295,2466.166702807789,3514.8645126708816,--undefined--
1,a,1.592530776784903,0.10048738318861439,122.22250626781891,544.9515990868463,1606.668630283407,2543.2101273346634,3467.5555326904587,3578.348471090994
1,a,1.602530776784903,0.10048738318861439,123.31285660034709,476.7205221650106,1646.381066933343,2642.7349187495747,3156.7519905265463,3647.5219727033996
1,a,1.612530776784903,0.10048738318861439,121.44611872428166,416.60006845588396,1635.5573045139024,2672.441296709044,3573.670063332979,4107.855695132656
2,\hs,1.6864928057458375,0.06753184354073527,132.95574065028933,363.48895687151395,1613.2232443619394,2430.7673030561514,2984.1315813085093,3585.145683499858
2,\hs,1.6964928057458375,0.06753184354073527,133.83211926103547,378.6191635751505,1574.5174860936224,2383.3974091313744,2978.2189041773995,3622.2764496382847
2,\hs,1.7064928057458375,0.06753184354073527,134.23809388692908,391.53860576668274,1533.9998827223571,2360.512772999224,3006.0001898783985,3675.2057099643503
2,\hs,1.7164928057458375,0.06753184354073527,134.1937226574788,391.37485483416714,1505.9137892856563,2368.8946487657054,3038.001026333188,3720.660861384843
2,\hs,1.7264928057458375,0.06753184354073527,134.02101946379872,389.0416000113821,1472.6573225078698,2347.5544657407895,3046.256285714174,3678.646327109941
2,\hs,1.7364928057458375,0.06753184354073527,133.79230639034887,384.8631131572141,1445.248748682097,2351.7923238882254,3047.9857106818404,3972.25026156198
2,\hs,1.7464928057458375,0.06753184354073527,132.74678153314136,372.7048798687528,1445.3098532119184,2574.0203371443695,3208.534425131343,4338.686432654518
3,e,3.2952021938190623,0.08049795750055644,125.4975384152905,401.57656169254744,1683.9566226647894,2401.2800240751885,3265.4765836191837,3954.716527624848
