id,phoneme,time,duration,F0,F1,F2,F3,F4,F5
1,e,2.4126374291345916,0.09084138022759536,148.67786358797855,428.7485531443593,1896.455631697348,2426.9002140257794,3123.9891255902685,3722.5461972578405
1,e,2.422637429134592,0.09084138022759536,156.41887856124728,434.4137882966816,1946.7068150549048,2521.450362168223,3700.329925215523,3710.2229664977804
1,e,2.4326374291345916,0.09084138022759536,159.93263415200502,436.5446879187808,2016.004602593665,2587.248683875871,3683.3912357651016,--undefined--
1,e,2.442637429134592,0.09084138022759536,164.63507262097272,427.4511279640032,2059.4173173663926,2628.5584271418456,3691.7438666447815,--undefined--
1,e,2.4526374291345916,0.09084138022759536,170.17698788143773,419.6718753594882,2061.660827403636,2731.2702776442075,3693.3074656385006,--undefined--
1,e,2.462637429134592,0.09084138022759536,176.18378717181503,417.99537578809446,2060.75374038666,2674.477173993207,3684.436817075967,--undefined--
1,e,2.4726374291345916,0.09084138022759536,182.3495681418937,424.3311651439955,1970.688230156807,2619.5029471038038,3677.4710477259346,--undefined--
1,e,2.482637429134592,0.09084138022759536,187.8689659284165,431.96155976829004,1858.707015436619,2543.889197706777,3733.723090456592,--undefined--
1,e,2.4926374291345916,0.09084138022759536,190.8282272014987,431.4610334511112,1761.4122388705973,2558.812384692634,3674.444753338218,--undefined--
1,e,2.502637429134592,0.09084138022759536,192.32264847459447,423.3279464285051,1703.1146963338774,2600.2023927492583,3690.7318866043292,--undefined--
2,\hs,2.617698485971885,0.064123327219479,165.6924163010699,396.14523829038166,1387.579802709305,2484.7036786481244,3199.0078437354905,--undefined--
2,\hs,2.627698485971885,0.064123327219479,159.1866158695631,412.5151733426761,1408.0927125638743,2456.5340353678716,3141.7343840251538,--undefined--
2,\hs,2.637698485971885,0.064123327219479,153.4457731858712,418.6299423482526,1433.2031519371728,2418.336624490501,3107.765293168341,--undefined--
2,\hs,2.647698485971885,0.064123327219479,148.88829405578036,416.94065912534745,1512.589101749343,2430.4757718884625,3086.0129874791974,--undefined--
2,\hs,2.657698485971885,0.064123327219479,144.37915141192533,403.3852237903237,1572.900337519312,2436.165085687185,3117.664480010289,--undefined--
2,\hs,2.667698485971885,0.064123327219479,139.81922059500968,367.43320485707227,1639.8478142382326,2528.1890620221816,3129.092548055025,--undefined--
2,\hs,2.677698485971885,0.064123327219479,136.7598650813677,319.1256772508383,1705.3467014373143,3065.0353648288597,3313.6238935426227,--undefined--
3,~a,4.154257001467978,0.09484908817881355,150.47085109266456,540.7914033485935,1505.3665537365691,2574.7825307866706,3547.6304414109877,--undefined--
3,~a,4.164257001467978,0.09484908817881355,150.30271040926428,579.9322612855442,1509.938559289609,2591.0110995608316,3532.6153226862166,--undefined--
3,~a,4.1742570014679785,0.09484908817881355,149.815847024382,585.6617739942367,1492.7491673773975,2543.99854866288,3633.044551239306,--undefined--
3,~a,4.184257001467978,0.09484908817881355,150.32447888550428,580.6043309625859,1452.3583315091225,2463.8985698286588,3674.494152992031,--undefined--
3,~a,4.194257001467978,0.09484908817881355,151.91458560380215,569.0700125759141,1415.580329588044,2438.9275011811123,3668.7971950791566,--undefined--
3,~a,4.204257001467978,0.09484908817881355,154.62876574601046,558.4960656308077,1418.6584788012444,2417.299391553172,3692.046002147403,--undefined--
3,~a,4.2142570014679785,0.09484908817881355,158.5924565556695,549.5094285286478,1417.7022716538124,2405.102281812633,3693.426472917125,--undefined--
3,~a,4.224257001467978,0.09484908817881355,163.37494993323864,530.6704432201694,1373.275725771853,2379.321797897543,3699.7689361861167,--undefined--
3,~a,4.234257001467978,0.09484908817881355,167.04596241132768,515.70417767206,1361.2629914322956,2359.897530701925,3682.9474233849483,--undefined--
3,~a,4.244257001467978,0.09484908817881355,169.24853755569902,496.48985544300086,1378.3271217902866,2385.995133534927,3674.516357626679,--undefined--
4,\hs,4.376016841435344,0.06612718119508809,160.25333838584322,384.7329902380124,1409.5079393965232,2423.478682663762,3141.109253450448,4493.281855447045
4,\hs,4.386016841435344,0.06612718119508809,154.43086656246945,389.7186339353159,1428.455863967687,2444.9095367793475,3135.8375027871093,4473.230809270096
4,\hs,4.396016841435345,0.06612718119508809,148.6649837327008,388.84902084536407,1466.809472182657,2455.213560250602,3113.222753270248,4490.663731784811
4,\hs,4.406016841435345,0.06612718119508809,144.26669890400711,383.7240771351905,1501.9668064298608,2439.248778236799,3097.733343815232,4591.358774624597
4,\hs,4.4160168414353445,0.06612718119508809,139.33196806508806,366.74499032952536,1567.157591318541,2457.06417410431,3075.0481116325195,4634.772312149835
4,\hs,4.426016841435344,0.06612718119508809,133.87024473573996,340.8908163653487,1638.7765152303643,2788.6166146952455,3200.2766056687146,--undefined--
4,\hs,4.436016841435345,0.06612718119508809,129.21210035909527,307.9333147022219,1755.3651228544938,2664.1152041411306,3296.617148821204,4623.224338555888
5,\ef,5.681944465965517,0.12423894648774159,134.68179596977254,492.64490683442204,1833.6475065889467,2729.1121763239294,2889.2902227191626,3761.2475923333204
5,\ef,5.691944465965517,0.12423894648774159,130.20378512970004,503.8058676233364,1853.1112304036433,2442.3471661881854,2937.905034606775,3770.372175038132
5,\ef,5.701944465965518,0.12423894648774159,129.22098525025027,511.61182384651033,1874.1346995352312,2472.3928250923436,2947.5097689048525,3768.5709779620897
