id,phoneme,time,duration,F0,F1,F2,F3,F4
33,e,30.332693896146267,0.16693871723269638,146.22868371526002,406.24060272117714,1919.8748436308663,2584.574312555873,3495.7759915658917
34,e,32.01235975837947,0.12966113959821612,149.09505356155174,416.8031562927527,1977.6180661819744,2577.367652705967,3491.8186389004827
35,a,33.66153116446647,0.13695457870061034,135.1462555693404,790.4977618818205,1481.2814929753022,2374.646582067955,3562.640618210291
36,U,33.913941403419855,0.04862292734932794,124.97176413109649,341.80403260288034,1614.718388986402,2636.135968259537,3088.9503465333446
37,E,35.40147415678253,0.11507426139341705,140.58659217004356,559.1799987337088,1865.9911134310776,2523.9695355329814,3586.481112446869
38,5,35.6559182817761,0.050243691594310746,124.56930221110248,381.6625995804493,1698.8771558222581,2721.765300315108,3392.309678667031
39,E,37.04916250588961,0.1361441965781296,133.85160243871533,556.3596876284955,1827.733721652834,2700.054872274229,3553.353776444666
40,I,37.24551867112623,0.0356568133895081,118.6540540649828,328.2957563530372,1743.6504173312705,2735.9780970998,3429.0310712058954
41,O,38.64096636721017,0.11183273290345852,136.22888799347362,632.5885410739847,986.415238434769,2356.375625023965,3427.255192738464
42,5,38.876633996121434,0.044571016736881575,129.4828040196875,410.82568009229226,1744.697286145198,2378.013415504789,3565.034336391059
43,u,40.404263945303,0.11426387927092918,164.1484488105815,362.6574735385726,911.6065319156414,2423.3805112229547,3589.922742363994
44,5,40.584963297150104,0.055105984329237856,126.82638144673572,348.04758461576614,1684.6185454118,2721.362475062415,3512.388577228696
45,\~e,42.03820767699297,0.09967700106612654,137.7462660950917,494.6955865079179,1864.180014131293,2523.1515091916926,3547.0440468507077
46,U,42.247683524922365,0.06077865918665992,129.17311944315784,349.6599115957992,1586.7334250948838,2558.3109978236043,3048.021995646467
47,o,43.74483503515501,0.085090122861331,148.43110649749204,447.4070914002582,1026.7532902955836,2485.5622639157277,3043.221819784023
48,5,43.93013712667482,0.06564095192159414,126.97057791200369,460.1114156152028,1612.8796553658462,2424.46301470237,3277.099161834969
49,i,45.52749181705565,0.09643547257617513,164.80365396152075,329.6200986737571,1991.2538940714428,2771.5612221580654,3507.176948132289
50,U,45.69077588400319,0.06483056979910629,139.16120808762835,335.94584435668224,1805.7050734471381,2400.596746479026,3256.4305395058227
51,\~e,47.30999659004664,0.07212400890150407,141.30079327284463,476.09714764917794,1958.1430164000544,2506.2917127930427,3592.8224326464906
52,5,47.53581778769089,0.05996827706417208,134.22667798846496,376.91530577785375,1755.8111298322242,2695.348464634123,3436.9935126610562
53,E,49.065854233261696,0.09967700106612654,148.26399576402667,553.9883516684838,1991.1054595200094,2645.4558292115844,3568.32851177721
54,5,49.20712027563697,0.05186445583928645,141.67088398780479,436.11317759864767,1831.0122999971986,2719.045999608313,3534.8821581187312
55,O,50.72340066358677,0.1175054077608806,137.52122657992652,546.6431753588374,965.8320223041806,2407.6903318973973,3429.9777933190735
56,I,50.951912560660716,0.05510598432924496,130.82904608557726,336.9927646445314,1866.5297996169852,2688.934465315022,3394.636929790124
57,\~i,52.41086305384955,0.0915731798412338,177.2639274713438,369.3977333034435,2265.105184818375,2732.422705609792,3664.7131584269946
58,U,52.61506348724883,0.038087959756971664,137.76593304884642,352.29538041964645,1549.904797937735,2320.4063522748947,2991.950548142387
59,O,54.46617361056852,0.11669502563839275,129.35161742393296,673.1039256433269,1136.4210889129563,2667.893524642126,3351.766430818495
60,O,56.18279824127604,0.11021196865847573,148.47954119488278,632.651402386759,1132.1195292253951,2263.6716772364016,3368.9178993688647
61,5,56.36430797524562,0.055105984329237856,132.72755490957599,403.2962260375873,1704.5347900479403,2271.4161717836723,3525.4814978870913
62,U,58.107061797235744,0.06888248041155265,132.79150874867435,353.98307703218893,1528.8991490048447,2474.281080366727,3015.880686440695
63,E,59.76535750404645,0.13128190384318827,156.94662005077006,561.3424452445782,1879.4754067391416,2573.727530859346,3557.8811502647604
64,a,61.566946066314976,0.1069704401685243,140.43284535040584,767.4237040621875,1449.1444252814497,2274.313858713382,3558.014139658328
65,U,61.78209458910181,0.07455515526896761,133.72343730556298,381.1705647981852,1417.1059517962922,2308.6305394775663,3380.595279467796
66,e,63.317554480484496,0.09400432620870447,158.83483337715407,407.30809554831603,2114.3372937015574,2785.432134610959,3426.02406821351
67,E,65.09408479855699,0.14911031053794946,140.9727520720387,545.3947565630638,1836.0863992845514,2664.264781306393,3663.107271328
68,I,65.30745898836587,0.04862292734932794,119.90787343994414,333.26946693865574,1768.1452544859885,2739.752812261355,3712.1862982951598
69,i,66.86290148277436,0.07374477314648686,181.67298400592784,338.642890092363,2203.40752953116,2899.9084070043705,3215.4800612734048
70,I,67.06589427372387,0.04619178098187149,132.81175152336306,316.2007953608532,1913.0512451920945,2750.308430385648,3342.2072362722606
71,\~o,68.54889667752518,0.12885075747573185,141.17509662276268,519.1274331950087,853.6894044058913,2487.487007229897,3436.0917984997145
72,I,68.77065010308908,0.04862292734932794,126.67920846873692,343.6809570090867,1797.0083775650094,2828.22478090784,3372.635642900557
73,i,70.11728942442555,0.09805623682115083,159.34338416708795,313.1006567869748,2205.7231887946646,2818.040787829249,3007.736922287899
74,U,70.34985323211194,0.03808795975696455,115.90372961093173,318.9653322555056,1767.623355913861,2368.4316695874363,2970.1036451607315
75,a,71.79782831455776,0.13209228596568326,129.3373672016362,758.2645299865756,1466.2379174231223,2361.5170863939175,3641.385205126875
76,U,71.98459760158957,0.04781254522683298,118.81424702193267,335.5463118204804,1760.0891305934092,2425.114675287709,3311.160732286994
77,a,73.4335906933736,0.11264311502594634,140.29080883835798,783.3443390718031,1414.808937218305,2349.837679288932,3594.3209275693366
78,a,75.16975718960744,0.11426387927093627,133.37826906244618,771.2524178383871,1470.0838650534938,2367.7139607172676,3627.2970930825645
79,5,75.40137290790628,0.04376063461438662,120.92832177517867,355.400265668278,1720.876953564098,2833.960120763907,3638.423734087926
80,E,76.87372572700504,0.10129776531110224,144.32547763191528,571.2388255366537,1828.0501297504466,2672.825349352692,3440.184742105901
81,I,77.08521959950673,0.04538139885937653,123.88492013659729,342.84958535659774,1781.0756692145246,2778.732833929308,3496.9640467788313
82,o,78.47642993758012,0.09805623682115083,135.35792670179774,412.6564684760277,870.0406780772826,2567.2350512569155,3591.230854321843
83,a,80.18997812449551,0.14181687143555166,145.483096943261,733.6045014820191,1560.0033997938895,2437.3367346567848,3608.017272702812
84,I,80.38971352548717,0.053485220084269265,120.35843210272824,339.5593910569544,1740.8690815970856,2779.6351078550883,3552.377534170208
85,\~e,81.88213166173968,0.11426387927092208,149.92580438883584,479.8606477346108,2124.8260221844826,2777.74072424348,3589.886303555055
86,5,82.07417636330163,0.05429560220675,122.1558828679091,464.0115915662378,1729.4478939736662,2471.8438815835966,3439.691821828217
87,a,83.46878023877454,0.13695457870062455,139.7674090278305,715.3794381090197,1558.2783203696322,2213.395286091125,3619.286421831157
88,5,83.6805105741836,0.04862292734932794,131.7776803086683,411.21320689759875,1680.7842473879132,2826.9060156334754,3798.9915149908265
89,\~e,85.2298019547857,0.0867108871063067,151.43944644434532,456.288533995034,2228.8554016359303,2842.220396137229,3587.945945377856
90,5,85.41550130663282,0.03970872400195447,134.66758438235735,427.2518059442649,1764.0007834367318,2391.0026085102945,3240.473300191741
91,a,86.9207724995583,0.11669502563839275,143.3684228311815,785.4808249121014,1482.9762432769085,2263.5470471304716,3546.1199376176864
92,U,87.19952808822657,0.055916366451725714,126.01593932220847,352.3889861702997,1653.4616836763716,2380.1559421290867,3131.3358617601107
93,\~o,88.78690742858565,0.09886661894363158,155.13221623011236,617.5707540242552,799.1568455991528,2409.693061564726,3153.457555889987
94,I,89.00678053684234,0.053485220084269265,137.79308858649202,338.3781390299821,1833.954862535421,2759.54414852358,3416.5343290098526
95,E,90.54048042120866,0.0915731798412338,153.25944049675041,600.3020919778401,1740.4711397717288,2534.796513579594,3715.308631554488
96,5,90.73942130154569,0.062399423431642724,130.02415247700068,402.7909309839163,1710.570608315636,2758.469670509445,3564.882570215069
97,O,92.22381679519495,0.14100648931307092,144.33064028565266,609.3437371454652,1068.4581197319985,2302.156140729253,3425.408008516377
98,U,92.43989754590143,0.0696928625340405,133.22313703251325,349.02338445671893,1619.1119571278546,2263.739563329389,3432.4153517233567
99,\~a,93.94324791007361,0.09805623682115083,157.07562672776515,550.6044868287177,1168.906455944391,2404.4712014061965,3539.7571408529084
100,5,94.12732649767574,0.049433309471808684,141.38797360386891,426.8769092412462,1723.061823841091,2410.8392983116696,3447.724359881686
101,O,95.5753535514553,0.08184859437136538,132.6987009155005,636.505169448691,1127.3127107036505,2289.4199066891683,3448.3907957667725
102,I,95.76862175693492,0.05024369159431785,128.49669229313872,343.6622480033501,1867.5359172572,2837.5544707229014,3480.223979847814
