id,phoneme,time,duration,F0,F1,F2,F3
40,o,42.4382098092526,0.09656085569473301,121.6465243098365,569.656667166864,840.0289206893675,2315.412674674065
41,I,42.67197085760289,0.026822459915202004,155.629039953388,300.635220833061,1901.67770663883,2817.3988916797803
42,E,44.5274277925068,0.13733099476584698,130.25659790519853,509.217475730238,1937.14729590322,2723.8430105185053
43,I,44.7016635573979,0.035942096286377,143.079685562967,325.93141480259897,1972.5420391216248,2725.538956573725
44,E,46.610593454916895,0.13947679155906198,128.3787869747215,539.0512072945901,1961.78139025568,2614.59578883395
45,5,48.52011987427841,0.114263679238768,145.453367494669,577.4231563167056,1174.662661526135,2487.85776948305
46,5,48.688970569634,0.04881687704567401,141.118536033635,442.51342166240096,1632.24232432317,2487.2912006932
47,e,50.6720795869796,0.11640947603198301,132.6763400765695,401.809071068693,2178.1517542934753,2774.6156935234703
48,5,50.840393833136794,0.042915935864329,131.458997602854,409.517986627488,1785.3697007112198,2469.1942947186603
49,e,52.747263082463604,0.138940342360762,140.332418762121,383.6761356339515,2052.23603051159,2619.39756339781
50,U,52.9702745692953,0.09870665248794802,144.7394512322995,296.5723119813245,1575.68769334375,2718.1966588536698
51,E,54.719404927566,0.149669326326837,129.78960379693,547.909899022296,1929.4975636674499,2439.26552010371
52,I,54.947822061485795,0.042915935864329,131.590424052675,303.607350342524,1882.0054221465198,2738.94776520825
53,a,56.613910769375,0.125529112403157,129.37960077711,735.499377424271,1472.5932638602499,2218.94361672656
54,U,56.8920251439693,0.041306588269414,130.70831236381702,332.884187474308,1686.6997923257902,2591.87536419339
55,o,58.705400853128396,0.095487957298126,138.9461941115775,530.562508027126,824.520713196049,2347.0007269293546
56,I,58.95381798704821,0.03165050269994,130.968849069594,281.84625823203,1773.66530500438,2830.007678490595
57,E,60.8529615860763,0.101925347677771,145.194787962464,565.844859022553,1909.2865248015803,2680.72767257823
58,I,61.0874603174603,0.048787600425562995,128.013391914548,282.80148371115297,1766.9878997148603,2782.43079541594
59,i,63.0149207095886,0.08636832092695798,181.37942978505902,343.30266468860697,2175.3045915315,2888.38238947404
60,a,65.0079200915653,0.11426367923876099,134.294014125906,805.2182822893369,1471.78627986612,2405.65682854065
61,5,65.2191502735869,0.044525283459237,139.912987018666,451.805225309207,1686.06795494214,2816.17630532014
62,o,67.03224663936379,0.09548795729813302,156.864496288412,445.7276935481865,783.909270099168,2588.730550554705
63,U,67.2350655914278,0.034332748691455,140.889094586067,329.1033016482895,1595.62363509721,2335.29987811345
64,O,68.9990468192379,0.142695486748892,126.236891673643,657.0683406161879,1019.47011341089,2612.53057403935
65,I,69.1933031616815,0.054717818227019,135.514894416292,284.60477357131754,1758.8469884352799,2725.206714669805
66,i,71.01307285691308,0.090659914513381,152.5872748924785,296.4805650626355,2222.091600259,2704.87748112172
67,U,71.25415165927191,0.045598181855851,139.351188987379,278.733104468191,1754.8295529510199,2286.7694143429103
68,i,73.0954867086025,0.077785133754091,166.93248857064452,328.8085959471355,2106.68856894938,2775.7733813805803
69,U,73.2435672648869,0.04613463105414401,151.807382402826,319.958804595803,1747.73655872948,2300.21523517448
70,O,75.0075256659423,0.11748237442859,146.6092648831085,596.3685199428941,941.556634427465,2416.60212346995
71,5,75.26328113142308,0.043452385062622,141.067183033153,394.248874224132,1847.27208272733,2567.99714716121
72,e,77.03238866293921,0.091732812909996,139.951113867519,430.607465101756,2081.7826306266,2703.42414446382
73,5,77.2337702246235,0.040770139071114,157.0118020656,437.670357722158,1755.7923013539098,2697.03001639229
74,a,78.98399630804545,0.135721647170925,148.629281940311,749.4992706546759,1416.093287946415,2191.357538220975
75,5,79.1476750461857,0.045598181855851,152.84927058331002,503.781814926775,1663.86869049419,2786.46813014763
76,o,81.01143582488041,0.150205775525137,170.3634304047925,429.7272450212415,917.2491093437704,2706.674431176615
77,U,81.1736977501935,0.047743978649052,154.654768750692,351.496314779478,1472.51343459647,2488.09824734825
78,a,83.0038753417153,0.100316000082856,128.55958973925,766.39064969021,1430.77528444,2163.13037915906
79,U,83.19150175901149,0.035405647088068995,139.87625242259998,358.603197220428,1490.14346075219,2382.70422129748
80,U,85.17051005752509,0.052572021433803996,134.738049390038,321.92878559800647,1588.244859462575,2508.316400412355
81,o,86.8339370969752,0.10192534767777803,142.419935539802,420.98184028717003,723.03788087053,2641.74403011398
82,U,87.0934477068441,0.030577604303332,139.774151019371,300.5589510189845,1720.286425424315,2339.33981955102
83,O,88.8119153122106,0.099779550884549,140.5585755641465,656.063184122864,1105.88155479172,2284.47036824127
84,5,89.0050781787051,0.037014994682991,140.48127717587948,385.19472424110404,1735.24125351648,2630.460911215385
85,\~o,90.6518318887006,0.07081129417613902,129.97237887477598,515.798317731606,813.8510472637436,2305.88863501345
86,I,90.92580604937126,0.038624342277899,0.0,240.1731346307185,1744.66401013212,2798.1657288528195
87,a,94.7590904090365,0.13679454556753998,127.122534037888,750.1623106714385,1474.1811785258951,2299.7124609795746
88,U,94.9290345803411,0.037551443881298996,139.3322179502445,307.530136444053,1799.0572403098452,2694.7161362295
89,e,96.88566280299989,0.055254267425326,137.978697400922,423.189060647112,2094.167186709075,2654.803437916535
90,5,97.1413771133757,0.040233689872806996,154.513554097075,424.104910671888,1804.58609747409,2652.2740364668102
91,a,99.237612340515,0.09870665248794802,141.15396271966148,753.872355096581,1384.8875347613252,2374.51145597006
92,U,99.4886911428739,0.061155208606664,129.996965325698,259.854733024648,1673.97048150112,2755.27584537337
93,E,101.27202569692801,0.11748237442859,134.5332093584185,533.2575491992985,1884.923130231605,2586.80620002279
94,5,101.532072755995,0.043988834260944,134.021604945461,392.39350322538104,1701.41309372721,2770.51622143084
95,\~i,103.356500785998,0.148059978731922,172.360087903233,330.286196263382,2360.09425146155,2913.26034783552
96,\~i,105.533778747984,0.06920194658123101,165.262482680072,352.017752007544,2405.40868786431,2803.53422902932
97,U,105.760524801652,0.050426224640589004,135.63957439814948,311.403896327917,1530.344350988995,2498.2257809550797
98,a,107.51817436523599,0.12338331560992802,134.764658123454,778.311178183727,1483.0812291889902,2312.87690895478
99,5,107.771976568691,0.036478545484683995,140.154976607035,385.1622693312375,1736.86251938651,2752.84058791812
100,a,109.492589970851,0.09763375409134802,130.761489779378,765.0158716864205,1528.0549826405,2274.61818427851
101,5,109.74815290156401,0.049889775442281,126.47919941533199,457.569199330466,1693.60324172273,2790.48240550217
102,i,111.565604842787,0.07081129417613902,169.651351168035,326.8171316543195,2167.3901884521247,2896.727697212945
103,U,111.75550726979799,0.038624342277885,154.906005559875,310.6154768282885,1562.783940555195,2275.7902265016946
104,a,113.600619219446,0.11319078084216,134.4534973719715,772.104000986062,1460.1827480973,2501.74795544545
105,U,113.85315598973699,0.043452385062636,134.342912725291,252.889067941847,1661.49093023058,2655.10700695038
106,\~o,115.67105982074699,0.12821135839467998,148.87982515349702,607.247896110408,1022.7028089109698,2901.39275204649
107,U,115.833129211292,0.036478545484683995,150.930868437422,324.8538035865975,1646.100604926135,2426.80202857331
